timestamp	num_vids	num_likes	num_followers	num_following
1690529968.2356133	3374	173200000	2300000	1112
1690560245.6414971	3375	173300000	2300000	1112
1690563865.2940392	3376	173300000	2300000	1112
1690567475.24261	3376	173400000	2300000	1112
1690571088.420263	3376	173400000	2300000	1112
1690574700.146145	3375	173400000	2300000	1112
1690578344.509847	3376	173400000	2300000	1112
1690580168.7314982	3377	173500000	2300000	1112
1690582215.386926	3377	173500000	2300000	1112
1690582782.173842	3377	173500000	2300000	1112
1690582926.9706862	3377	173500000	2300000	1112
