timestamp	num_vids	num_likes	num_followers	num_following
1689442456.9717407	29	22000	867	275
1689446059.443648	29	22000	867	275
1689449662.7877114	29	22000	868	275
1689453265.8270109	29	22100	868	275
1689456867.4477532	29	22100	868	275
1689460470.9140136	29	22100	869	275
1689464073.8156655	29	22100	869	275
1689467676.940993	29	22100	869	275
1689471279.5355546	29	22100	870	275
1689474881.2392075	29	22100	870	275
1689478488.269835	29	22100	870	275
1689482089.9444163	29	22100	870	275
1689485692.120385	29	22100	870	275
1689489295.567429	29	22100	871	275
1689492898.4842246	29	22100	871	275
1689496501.1404653	29	22100	871	275
1689500103.7247505	29	22200	872	275
1689503709.9221506	29	22200	872	275
1689507311.8222249	29	22200	873	275
1689510914.6460707	29	22200	873	275
1689514516.1726252	29	22200	874	275
1689518119.2411191	29	22200	874	275
1689521722.3166149	29	22200	874	275
1689525326.1956131	29	22200	874	275
1689528929.6611664	29	22200	872	275
1689532532.2102067	29	22300	872	275
1689536135.547937	29	22300	873	275
1689539739.1102912	29	22300	873	275
1689543341.1900147	29	22300	873	275
1689546943.9329078	29	22300	873	275
1689550546.4658265	29	22300	873	275
1689554149.6662476	29	22300	873	275
1689557752.391916	29	22300	873	275
1689561354.8410642	29	22300	874	275
1689621386.786447	29	22400	880	275
1689624996.629225	29	22400	880	276
1689628599.710267	29	22500	880	276
1689629450.101467	29	22500	880	276
1689629671.4536035	29	22500	880	276
1689631884.762716	29	22500	880	276
1689632220.1022382	29	22500	880	276
1689635835.4790046	29	22500	880	277
1689636611.4101942	29	22500	880	277
1689640231.1093417	29	22500	880	277
1689643833.9473302	29	22500	880	277
1689647436.607325	29	22500	880	277
1689651039.7480268	29	22500	880	277
1689654643.3994443	29	22500	880	277
1689658246.7286248	29	22500	880	277
1689662390.8857417	29	22500	881	277
1689663078.9080026	29	22600	881	277
1689663283.279924	29	22500	881	277
1689663346.7438965	29	22500	881	277
1689663405.335358	29	22500	881	277
1689665996.213666	29	22600	881	277
1689667017.1080496	29	22600	881	277
1689669601.5000744	30	22600	882	277
1689670621.5372972	30	22600	882	277
1689673206.6638951	30	22600	884	277
1689674225.7993245	30	22600	885	277
1689676811.759214	30	22600	885	277
1689677829.7337887	30	22600	885	277
1689680415.232003	30	22700	886	277
1689681432.9736564	30	22700	886	277
1689684019.1866083	30	22700	886	277
1689685035.349046	30	22700	886	277
1689687622.604082	30	22700	886	277
1689688637.3043213	30	22700	886	277
1689691226.668907	30	22700	886	277
1689692242.568392	30	22700	886	277
1689694829.689005	30	22800	887	277
1689695844.996209	30	22800	887	277
1689696579.630806	30	22800	887	277
1689696829.9799223	30	22800	887	277
1689696915.8252616	30	22800	887	277
1689698434.516726	30	22800	887	277
1689700526.872533	30	22800	887	277
1689702038.5396965	30	22800	887	277
1689704129.2733147	30	22800	887	277
1689705641.8150797	30	22800	888	277
1689707733.112957	30	22900	887	277
1689709245.7355998	30	22900	887	277
1689711337.43992	30	22900	888	277
1689712848.7174144	30	22900	888	277
1689714940.6074698	30	22900	888	277
1689727214.1818652	30	22900	888	277
1689731891.886367	30	22900	888	278
1689731898.4333477	30	22900	888	278
1689732434.1003623	30	22900	888	278
1689732558.1538925	30	22900	888	278
1689745747.8380945	31	23000	888	278
1689747550.909131	31	23000	889	278
1689751165.118401	31	23100	890	279
1689754767.9796762	31	23200	891	279
1689758370.4755409	31	23200	891	279
1689761974.854205	31	23200	891	279
1689765577.7922714	31	23200	892	279
1689769179.9360952	31	23200	893	279
1689772782.1043006	31	23300	893	279
1689776385.917431	31	23300	892	279
1689779988.9613938	31	23300	892	279
1689783592.5026028	31	23300	892	279
1689787195.436593	31	23300	892	279
1689790797.1692594	31	23400	892	279
1689794400.2336977	31	23400	892	279
1689798003.5758705	31	23400	893	279
1689801607.2708008	31	23400	893	279
1689805210.1487703	31	23400	894	279
1689808812.5588334	31	23400	894	279
1689812415.3659885	31	23400	894	279
1689816017.8632102	31	23400	894	279
1689818796.8245597	32	23400	894	279
1689819130.4576645	32	23400	894	279
1689819621.6859276	32	23400	894	279
1689822751.453695	32	23400	894	280
1689823225.661579	32	23400	894	280
1689826633.657206	32	23500	894	280
1689826804.195809	32	23500	894	280
1689830418.2505603	32	23500	894	280
1689834021.8114686	32	23500	895	280
1689840479.570534	32	23500	895	280
1689844082.442675	32	23500	896	280
1689847684.8568988	32	23500	896	280
1689851286.8346822	32	23500	896	280
1689854926.1710272	32	23500	896	280
1689858529.8555322	32	23500	896	280
1689862132.1633687	32	23600	896	280
1689865735.2915957	32	23600	897	280
1689869337.687506	32	23600	897	280
1689872942.209532	32	23600	898	280
1689876545.7003262	32	23600	898	280
1689880148.8967562	32	23600	898	280
1689883753.8495266	32	23600	899	280
1689887357.8628852	32	23600	899	280
1689890960.2856886	32	23600	899	280
1689894562.3532534	32	23600	899	280
1689898165.2830017	32	23600	899	280
1689902529.1107028	32	23600	899	280
1689902557.435168	32	23600	899	280
1689902964.1878806	32	23600	899	280
1689905643.7056353	32	23600	899	280
1689906592.491168	32	23700	899	280
1689906782.4738455	32	23600	899	280
1689906916.3605986	32	23600	899	280
1689907616.1622636	32	23600	899	280
1689907847.9537508	32	23600	899	280
1689908143.8019743	32	23600	899	280
1689911754.302869	32	23700	899	280
1689913171.5886242	33	23700	898	280
1689916822.215902	33	23700	898	280
1689920423.8720267	33	23700	898	280
1689924026.8753295	33	23700	898	280
1689927629.84704	33	23700	898	280
1689931232.5120156	33	23700	898	280
1689934836.528206	33	23700	898	280
1689938439.7594016	33	23700	898	280
1689942043.5591996	33	23700	899	280
1689945646.4729826	33	23700	900	280
1689949249.9947743	33	23800	900	280
1689952852.6164112	33	23800	901	280
1689956456.7543955	33	23800	902	280
1689960060.1860662	33	23800	902	280
1689963662.5219998	33	23800	902	280
1689967264.8169012	33	23800	902	280
1689970867.5496397	33	23800	902	280
1689974470.980585	33	23800	902	280
1689978074.227328	33	23800	902	280
1689981677.4179802	33	23800	903	280
1689985281.2159095	33	23800	903	280
1689988883.6772797	33	23800	903	279
1689992487.6732087	33	23900	903	279
1689996090.6989107	33	23900	903	279
1689999693.906448	33	23900	903	279
1690003296.187464	33	23900	903	279
1690006900.1937405	33	23900	903	279
1690015961.5972466	33	23900	903	279
1690019576.1278994	33	23900	903	279
1690023179.510777	33	23900	903	279
1690026781.588843	33	24000	902	279
1690030385.4075606	33	24000	902	279
1690033988.139578	33	24000	902	279
1690037592.4693763	33	24000	902	279
1690041195.5948308	33	24000	903	279
1690044799.196335	33	24000	904	279
1690051082.8144157	34	24000	904	279
1690054685.6972904	34	24000	904	279
1690058288.526801	34	24000	904	279
1690061891.3518834	34	24000	905	279
1690065495.2417796	34	24000	905	279
1690069096.9154851	34	24100	905	279
1690072700.886104	34	24100	905	279
1690076302.8704343	34	24100	905	279
1690078727.9341948	34	24100	906	279
1690078815.5016148	34	24100	906	279
1690078885.3564477	34	24100	906	279
1690082500.1427834	34	24100	906	279
1690086104.9247563	34	24100	906	279
1690089707.6047616	34	24100	906	279
1690090064.2335663	34	24100	906	279
1690090120.1262305	34	24100	906	279
1690090168.421106	34	24100	906	279
1690090289.7081356	34	24100	906	279
1690090370.2132142	34	24100	906	279
1690090868.1906738	34	24100	906	279
1690092313.36606	34	24100	906	279
1690092426.795019	34	24100	906	279
1690092809.8068578	34	24100	906	279
1690094313.5276108	34	24100	906	279
1690094327.106634	34	24100	906	279
1690094388.4471903	34	24100	906	279
1690095443.5331502	34	24100	906	279
1690099057.4202845	34	24100	907	279
1690102664.6321142	34	24100	907	279
1690106268.1210213	34	24100	907	279
1690109871.4140782	34	24100	907	279
1690113473.1666893	34	24200	907	279
1690117076.3190072	34	24200	906	279
1690120680.089164	34	24200	906	279
1690124283.560805	34	24200	906	279
1690127885.47979	34	24200	906	279
1690131489.306684	34	24200	906	279
1690135091.0529883	34	24200	905	279
1690138694.659629	34	24300	907	279
1690142298.00372	34	24300	908	279
1690145901.3402245	34	24300	908	279
1690149504.1965468	34	24300	908	279
1690153107.5577114	34	24300	908	279
1690156711.933492	34	24300	908	279
1690160314.7033205	34	24300	908	279
1690161615.58764	35	24300	908	279
1690166497.093861	35	24400	909	279
1690171998.559997	35	24400	909	280
1690175603.72967	35	24400	909	280
1690179207.1290298	35	24400	909	280
1690182809.3421206	35	24400	909	280
1690186414.4537826	35	24400	909	280
1690190017.5615096	35	24400	909	280
1690193621.1656134	35	24400	910	280
1690197224.7515671	35	24400	910	280
1690200827.6264887	35	24500	910	280
1690204432.012993	35	24500	911	280
1690208036.5264142	35	24500	911	280
1690211641.023515	35	24500	913	280
1690215243.8566897	35	24500	913	280
1690218847.0218103	35	24500	913	280
1690222451.6416607	35	24500	913	280
1690226054.0054336	35	24500	913	280
1690229655.4647706	35	24500	914	280
1690233258.3502684	35	24500	914	280
1690236862.6689343	35	24500	914	280
1690240466.1883652	35	24500	914	280
1690244069.358868	35	24500	914	280
1690247672.9637454	35	24500	914	280
1690251275.9403756	35	24500	914	280
1690254889.917941	35	24500	914	280
1690258496.2396753	35	24500	915	280
1690269975.8036273	35	24500	916	280
1690273591.8498273	35	24500	917	280
1690277206.029803	35	24500	917	280
1690280809.8088949	35	24600	918	280
1690284426.3820434	35	24600	919	280
1690288028.3954916	35	24600	919	280
1690291633.52694	35	24600	919	280
1690295236.364237	35	24600	919	280
1690298840.4061842	35	24600	918	280
1690302503.9024563	36	24700	919	280
1690306106.461798	36	24700	919	280
1690309708.3010058	36	24700	920	280
1690313311.8007927	36	24700	920	280
1690316915.5198102	36	24700	920	280
1690320519.4667723	36	24700	921	280
1690324123.361965	36	24700	922	280
1690327726.1143565	36	24700	922	280
1690331328.8465106	36	24700	922	280
1690334931.1596296	36	24700	922	280
1690338534.7083693	36	24700	922	280
1690342138.866847	36	24700	922	280
1690345743.1844084	36	24700	923	280
1690349345.5868	36	24800	923	280
1690352948.926833	36	24800	923	280
1690356552.670292	36	24800	923	280
1690374124.4658694	36	24800	925	280
1690377741.2088845	36	24800	925	280
1690381344.402301	36	24800	925	280
1690384948.628338	36	24800	926	280
1690388550.7731364	36	24800	926	280
1690392154.5561748	36	24800	926	280
1690395758.564623	36	24900	926	280
1690399362.265865	36	24900	927	280
1690402964.8461266	36	24900	927	280
1690406568.2151425	36	24900	927	280
1690410171.6747632	36	24900	927	280
1690413774.3173013	36	24900	927	280
1690417376.4826665	36	24900	928	280
1690420981.045533	36	24900	928	280
1690424585.783526	36	24900	928	280
1690428189.007741	36	24900	928	280
1690431791.69658	36	24900	928	280
1690435396.1023629	36	24900	928	280
1690438999.8630593	36	24900	928	280
1690442603.3823693	36	24900	928	280
1690446207.1100042	36	24900	928	280
1690449812.4438632	36	24900	929	280
1690453415.8538098	36	25000	929	280
1690457017.610397	36	25000	929	280
1690460619.80593	36	25000	929	280
1690472669.6341476	36	25000	929	280
1690476285.568346	36	25000	928	280
1690479051.9065194	36	25000	928	280
1690482663.9082844	36	25000	929	280
1690486267.285664	36	25000	930	280
1690489869.436127	36	25000	930	280
1690493474.1741595	36	25000	930	280
1690497077.8989203	36	25000	930	280
1690500683.464152	36	25000	930	280
1690504287.087193	36	25000	930	280
1690507891.5376525	36	25100	930	280
1690511502.33594	36	25100	931	280
1690515105.505006	36	25100	931	280
1690518708.7650282	36	25100	931	280
1690525961.646605	36	25100	932	280
1690526018.780954	36	25100	932	280
1690526379.5700912	36	25100	932	280
1690526411.372777	36	25100	932	280
1690528512.0425286	36	25100	932	280
1690528587.2066333	36	25100	932	280
1690528641.3613386	36	25100	932	280
1690528788.7241206	36	25100	932	280
1690529109.2525427	36	25100	932	280
1690529170.646558	36	25100	932	280
1690529488.7709522	36	25100	932	280
1690529718.9847517	36	25100	932	280
1690529962.2668602	36	25100	932	280
1690560239.3904247	36	25100	934	280
1690563851.1878662	36	25200	934	280
1690567466.8495562	36	25200	934	280
1690571079.4401083	36	25200	934	280
1690574691.8540103	36	25200	934	280
1690578303.0407765	36	25200	934	280
1690580161.3100293	36	25200	934	280
1690582206.4774096	36	25200	934	280
1690582775.6090221	37	25100	934	280
1690582886.0109046	36	25200	935	280
1690583214.3105223	36	25200	935	280
